us,Red,IR,Ratio,Ambient,drdt,ddrdt,R+IR,dRed/dt (~7sec),dIR/dt,dRed/dIR,dRed*dIR/dt,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,,Notes
316932116,-86.5,-83.5,0.43374,-2.9,-0.032,15.185,-170,0.0005794410475,0.000560233057,0.9668508287,0.01014021833,0.0000003246220294,0.000000001015333164,0.1069837052,0.001139674104,0.000000003877883432,-170,,
316963351,-70.5,-67.2,0.43678,-1.9,0.487,16.613,-137.7,0.000512245878,0.0005218504882,1.01875,0.008349607812,0.0000002673157615,-0.000000002151140297,0.07956299024,0.001034096366,-0.000000003379893657,-137.7,,
316994562,-59.3,-54.9,0.44272,-1.5,0.951,14.891,-114.2,0.0003588478421,0.0003940918266,1.098214286,0.004413828458,0.0000001414190016,-0.000000004911094475,0.04748422031,0.0007529396687,-0.000000009001334962,-114.2,,
317025774,-53.2,-48.2,0.44752,-2.5,0.768,-5.875,-101.4,0.0001954376522,0.0002146610278,1.098360656,0.00130943227,0.00000004195284729,-0.000000005235660181,0.02214949378,0.00041009868,-0.00000001098462045,-101.4,,
317057025,-51.1,-46.9,0.4448,-4.9,-0.436,-38.524,-98,0.00006719784967,0.00004159866884,0.619047619,0.00008735720457,0.000000002795341095,-0.000000004108669823,0.005364628332,0.0001087965185,-0.000000009653407711,-98,,
317088244,-51,-49,0.43468,-7.5,-1.619,-37.915,-100,0.000003203177552,-0.00006726672859,-21,-0.000006726672859,-0.000000000215467275,-0.000000002047763979,-0.003280374131,-0.00006406355104,-0.000000005531345223,-100,,
317119463,-50.7,-51.2,0.42482,-9.1,-1.579,1.306,-101.9,0.000009609532656,-0.00007046990615,-7.333333333,-0.00002114097184,-0.0000000006771828644,0.0000000002052069286,-0.003101957141,-0.00006086037349,0.0000000001026034643,-101.9,,
317150654,-49,-49.7,0.42386,-8.5,-0.155,45.651,-98.7,0.00005450290148,0.00004809079542,0.8823529412,0.00008175435222,0.000000002621087885,0.000000001438014312,0.005146997531,0.0001025936969,0.000000005235724091,-98.7,,
317181879,-45.4,-42.1,0.44216,-5.9,2.931,98.816,-87.5,0.0001152922338,0.0002433947158,2.111111111,0.0008762209768,0.00000002806152047,0.000000001948938229,0.01678014412,0.0003586869496,0.000000008210485482,-87.5,,
317213138,-40.2,-28.5,0.50854,-2.4,10.617,245.902,-68.7,0.0001663520906,0.0004350746985,2.615384615,0.002262388432,0.00000007237558566,0.000000001635223597,0.02449342589,0.0006014267891,0.00000000777389398,-68.7,,
317244337,-34.8,-11.9,0.81174,0.1,48.591,1217.143,-46.7,0.0001730824706,0.0005320683355,3.074074074,0.002873169012,0.00000009209170204,0.0000000002153101505,0.02344882849,0.0007051508061,0.0000000033182129,-46.7,,
317525350,-58.7,-8.4,1.62208,0.9,433.738,18421.143,-67.1,-0.00008504944611,0.00001245493981,-0.1464435146,-0.0002976730614,-0.000000001059285732,-0.000000008273724052,-0.000280983442,-0.0000725945063,-0.00000002492853336,-67.1,,
317556601,-75,-27.5,0.7712,-2.1,-136.138,-18235.443,-102.5,-0.0005215833093,-0.0006111804422,1.171779141,0.009962241208,0.0000003187815177,-0.000000001553429426,-0.05021983297,-0.001132763752,-0.000000003772669753,-102.5,,
317587813,-92.2,-46.9,0.62036,-6,-24.162,3587.572,-139.1,-0.0005510701012,-0.0006215558119,1.127906977,0.01069075996,0.0000003425208242,-0.0000000009435471476,-0.07246187364,-0.001172625913,-0.000000001275548352,-139.1,,
317619025,-107,-62.3,0.57038,-8.7,-8.008,517.581,-169.3,-0.0004741765987,-0.0004933999744,1.040540541,0.007302319621,0.0000002339587217,0.000000002463587803,-0.07503267974,-0.0009675765731,0.000000006569567474,-169.3,,
317650231,-116.1,-71,0.55364,-8.9,-2.683,170.629,-187.1,-0.0002916105877,-0.0002787925399,0.956043956,0.002537012113,0.00000008129885641,0.000000005849225011,-0.0505351535,-0.0005704031276,0.00000001272502389,-187.1,,
317681456,-117.7,-72.7,0.55076,-6.6,-0.461,71.172,-190.4,-0.00005124099279,-0.00005444355484,1.0625,0.00008710968775,0.000000002789741801,0.0000000077026724,-0.01004611689,-0.0001056845476,0.00000001489196244,-190.4,,
317712707,-112.6,-68.9,0.5536,-3.6,0.454,29.259,-181.5,0.0001631947778,0.0001215961089,0.7450980392,0.0006201401555,0.00000001984384997,0.000000006867438609,0.02555598221,0.0002847908867,0.00000001250521807,-181.5,,
317743932,-103.1,-62.1,0.55884,-1.7,0.84,12.371,-165.2,0.0003042433947,0.0002177742194,0.7157894737,0.002068855084,0.00000006625636778,0.000000004513411313,0.04341489191,0.0005220176141,0.000000007591012364,-165.2,,
317775178,-92.4,-54.3,0.56704,-2.3,1.313,15.141,-146.7,0.0003424438328,0.0002496319529,0.7289719626,0.002671061896,0.00000008548492274,0.000000001223392733,0.04433175446,0.0005920757857,0.000000002243656417,-146.7,,
317806390,-83.6,-46.9,0.5829,-5.1,2.54,39.31,-130.5,0.0002819428425,0.0002370882994,0.8409090909,0.002086377034,0.00000006684534905,-0.000000001936279534,0.03513007818,0.0005190311419,-0.000000002337727832,-130.5,,
317837601,-78.4,-40.3,0.61536,-8.3,5.201,85.258,-118.7,0.0001666079267,0.000211463907,1.269230769,0.001099612316,0.00000003523156311,-0.000000003695210682,0.02439268207,0.0003780718336,-0.00000000451618955,-118.7,,
317868826,-77.1,-34.3,0.67658,-9.8,9.803,147.379,-111.4,0.00004163330665,0.000192153723,4.615384615,0.0002497998399,0.000000007999994872,-0.000000004004185064,0.0164928743,0.0002337870296,-0.000000004622883087,-111.4,,
317900038,-78.8,-28.4,0.78104,-8.7,16.734,222.064,-107.2,-0.00005446623094,0.0001890298603,-3.470588235,-0.0003213507625,-0.00000001029574403,-0.00000000307764732,0.01302736127,0.0001345636294,-0.000000003177690961,-107.2,,
317931284,-81.2,-22.6,0.9472,-5.4,26.59,315.435,-103.8,-0.00007680983166,0.0001856237598,-2.416666667,-0.0004454970236,-0.00000001425772975,-0.0000000007158657158,0.01289125008,0.0001088139282,-0.0000000008249936304,-103.8,,
317962495,-81.7,-16.8,1.20144,-1.8,40.726,452.929,-98.5,-0.00001601999295,0.0001858319182,-11.6,-0.00009291595912,-0.00000000297702602,0.000000001945523866,0.01482041588,0.0001698119253,0.000000001952185787,-98.5,,
317993721,-78.2,-11.5,1.58954,0,62.145,685.914,-89.7,0.0001120860821,0.0001697303529,1.514285714,0.0005940562352,0.00000001902441027,0.000000004104516839,0.01515595978,0.000281816435,0.000000003588622913,-89.7,,
318024932,-70.8,-7.1,2.21236,-0.9,99.775,1205.688,-77.9,0.0002370958957,0.000140975938,0.5945945946,0.001043221941,0.00000003342481628,0.000000004003388637,0.01270769921,0.0003780718336,0.000000003082540147,-77.9,,
318056178,-61.8,-4.2,3.16184,-3.9,151.937,1669.383,-66,0.0002880368687,0.00009281187992,0.3222222222,0.0008353069193,0.00000002673324327,0.000000001632148058,0.007780835947,0.0003808487486,0,-66,,
318087403,-54.9,-3.4,3.42502,-6.8,42.143,-3516.207,-58.3,0.0002209767814,0.0000256204964,0.115942029,0.0001767814251,0.000000005661534832,-0.000000002146197507,0.002334667734,0.0002465972778,-0.000000004296597031,-58.3,,
318118615,-53.1,-5.5,2.16432,-7.7,-201.957,-7820.734,-58.6,0.00005767012687,-0.00006728181469,-1.166666667,-0.0001211072664,-0.000000003880150789,-0.000000005229996943,-0.003376585928,-0.000009611687812,-0.000000008205251101,-58.6,,
318149826,-56.7,-10.3,1.32738,-5.9,-134.078,2174.841,-67,-0.0001153439492,-0.0001537919323,1.333333333,0.0005536509564,0.00000001773896884,-0.000000005543190956,-0.009354394284,-0.0002691358816,-0.000000008314885101,-67,,
318181038,-63.7,-16.7,0.99104,-2.2,-53.88,2569.466,-80.4,-0.0002242727156,-0.00020504934,0.9142857143,0.00143534538,0.00000004598697232,-0.000000003490076139,-0.01537165193,-0.0004293220556,-0.000000005132362758,-80.4,,
318212284,-71.1,-22.5,0.8598,1.3,-21.001,1052.254,-93.6,-0.0002368303143,-0.0001856237598,0.7837837838,0.001373615823,0.00000004396133338,-0.0000000004023323932,-0.01715291557,-0.0004224540741,0.0000000002200429802,-93.6,,
318243494,-76,-25.4,0.8245,2.7,-5.657,491.649,-101.4,-0.0001570009612,-0.00009291893624,0.5918367347,0.0004553027876,0.00000001458836231,0.00000000255486632,-0.01059436078,-0.0002499198975,0.000000005521800443,-101.4,,
318274721,-76.2,-23.9,0.8647,1.4,6.438,387.335,-100.1,-0.000006404713869,0.00004803535402,-7.5,-0.000009607070804,-0.0000000003076526981,0.000000004825256244,0.003497614244,0.00004163064015,0.000000009341574419,-100.1,,
318305932,-70.6,-17.1,1.0517,-1.8,29.956,753.519,-87.7,0.0001794239211,0.0002178719041,1.214285714,0.001220082663,0.00000003909143133,0.000000005950896177,0.01966998815,0.0003972958252,0.00000001138966872,-87.7,,
318337178,-58.9,-5.1,2.54048,-4.8,238.236,6665.793,-64,0.0003744479293,0.0003840491583,1.025641026,0.004493375152,0.0000001438064121,0.000000006248566476,0.02902355502,0.0007584970876,0.00000001157288336,-64,,
318462038,17.7,64.5,0.2742,1.3,9.072,-415.117,82.2,0.0006134871056,0.0005574243152,0.908616188,0.04269870255,0.0000003419726297,0.000000007650232869,0.01154925517,0.001170911421,0.00000001319894813,82.2,,
318493284,29.4,70.9,0.30774,1.8,4.483,-146.839,100.3,0.0003744479293,0.0002048262178,0.547008547,0.002396466748,0.00000007669675311,-0.000000001914457602,0.03017378224,0.0005792741471,-0.000000004738405203,100.3,,
318524495,32.1,66.3,0.31982,-0.2,2.229,-72.231,98.4,0.00008650796194,-0.0001473839352,-1.703703704,-0.0003979366249,-0.00000001274988385,-0.00000000921525851,0.001402390183,-0.00006087597321,-0.00000002048742624,98.4,,
318555760,24.9,49.8,0.32134,-3.9,0.536,-54.139,74.7,-0.0002302894611,-0.0005277466816,2.291666667,0.003799776107,0.0000001215344989,-0.00000001015018497,-0.02840908364,-0.0007580361427,-0.000000022337002,74.7,,
318586985,9.1,22.7,0.29944,-7.3,-3.212,-120.05,31.8,-0.0005060048038,-0.0008678943155,1.715189873,0.01371273018,0.0000004391586928,-0.000000008818658013,-0.0330968775,-0.001373899119,-0.00000001969816014,31.8,,
318618191,-12.7,-11.6,0.43698,-8.8,22.04,809.205,-24.3,-0.0006985836057,-0.0010991476,1.573394495,0.02396141768,0.0000007678464935,-0.000000006167455624,-0.01134044735,-0.001797731206,-0.00000001357348555,-24.3,,
318649443,-36.9,-48,0.37302,-7.8,-10.235,-1032.721,-84.9,-0.0007743504416,-0.001164725458,1.504132231,0.02818635607,0.0000009019056724,-0.000000002427957311,-0.05196083451,-0.001939075899,-0.000000004529407601,-84.9,,
318680654,-60.4,-80.7,0.36912,-5.3,-0.624,307.931,-141.1,-0.0007529396687,-0.001047707539,1.391489362,0.02462112717,0.0000007888605673,0.0000000006851008852,-0.09942263945,-0.001800647208,0.000000004429434642,-141.1,,
318711866,-81,-105.2,0.37338,-2.9,0.683,41.877,-186.2,-0.0006600025631,-0.0007849545047,1.189320388,0.0161700628,0.000000518071985,0.000000002977703553,-0.1168435217,-0.001444957068,0.00000001139630707,-186.2,,
318743047,-97.3,-119.5,0.38222,-2.2,1.416,23.496,-216.8,-0.0005227542414,-0.0004586126167,0.8773006135,0.007475385652,0.0000002397416905,0.000000004397293405,-0.09961675379,-0.000981366858,0.0000000148529479,-216.8,,
318774337,-109,-124.4,0.39458,-3.7,1.975,17.88,-233.4,-0.0003739213806,-0.0001565995526,0.4188034188,0.001832214765,0.0000000585559209,0.000000004773190749,-0.06175295622,-0.0005305209332,0.00000001445899506,-233.4,,
318805544,-116.5,-122.4,0.40972,-6.3,2.425,14.424,-238.9,-0.000240330695,0.00006408818534,-0.2666666667,-0.0004806613901,-0.00000001540235813,0.00000000426943706,-0.02243086487,-0.0001762425097,0.00000001132241686,-238.9,,
318836760,-120.7,-116.3,0.42686,-8.4,2.746,10.269,-237,-0.0001345463865,0.0001954126089,-1.452380952,-0.0008207329575,-0.0000000262920604,0.000000003389762187,0.007117824193,0.00006086622245,0.000000007597934186,-237,,
318867972,-123,-108.9,0.44512,-8.6,2.926,5.765,-231.9,-0.00007368960656,0.0002370882994,-3.217391304,-0.0005453030886,-0.0000000174709435,0.000000001949538054,0.02059175958,0.0001633986928,0.00000000328461271,-231.9,,
318899231,-124.4,-102,0.46322,-6.4,2.895,-0.986,-226.4,-0.00004478710131,0.0002207364279,-4.928571429,-0.0003090309991,-0.000000009886144761,0.0000000009260061914,0.0225822963,0.0001759493266,0.0000000004021092459,-226.4,,
318930403,-125.6,-96.5,0.47958,-2.7,2.623,-8.741,-222.1,-0.00003849608623,0.0001764403952,-4.583333333,-0.0002117284743,-0.000000006792264669,0.0000000002012545214,0.01823431284,0.000137944309,-0.00000000121581041,-222.1,,
318961668,-126.7,-92.5,0.49328,0.9,2.192,-13.764,-219.2,-0.00003518311211,0.0001279385895,-3.636363636,-0.0001407324484,-0.000000004501277736,0.000000000106280448,0.01281464897,0.00009275547737,-0.000000001449660966,-219.2,,
318992879,-127.3,-89.2,0.50488,2.8,1.857,-10.728,-216.5,-0.00001922399154,0.0001057319535,-5.5,-0.00006343917209,-0.000000002032590179,0.0000000005104468436,0.01168145846,0.00008650796194,-0.0000000001998245781,-216.5,,
319024116,-127,-85.7,0.51564,2.3,1.724,-4.287,-212.7,0.000009603995262,0.0001120466114,11.66666667,0.00003361398342,0.000000001076095125,0.0000000009236482908,0.01508659602,0.0001216506067,0.000000001125969841,-212.7,,
319055337,-125.4,-81.7,0.52642,-0.1,1.726,0.092,-207.1,0.00005124755773,0.0001281188943,2.5,0.0002049902309,0.000000006565780434,0.000000001333148589,0.02045802505,0.0001793664521,0.000000001847675686,-207.1,,
319086548,-122.5,-77.1,0.53716,-2.9,1.719,-0.235,-199.6,0.00009291595912,0.0001473839352,1.586206897,0.0004274134119,0.00000001369431969,0.000000001334627378,0.02564576592,0.0002402998943,0.000000001951681311,-199.6,,
319117760,-118.9,-72.4,0.5476,-4.3,1.675,-1.413,-191.3,0.0001153402537,0.0001505831091,1.305555556,0.0005420991926,0.00000001736829401,0.0000000007184740839,0.02679706523,0.0002659233628,0.0000000008209755708,-191.3,,
319148985,-114.7,-67.5,0.55914,-3.6,1.845,5.451,-182.2,0.0001345076061,0.0001569255404,1.166666667,0.0006590872698,0.00000002110767878,0.0000000006141020228,0.02773771017,0.0002914331465,0.0000000008173069239,-182.2,,
319180231,-109.9,-61.6,0.57624,-1.1,2.738,28.579,-171.5,0.0001536196633,0.0001888241695,1.229166667,0.0009063560136,0.00000002900710534,0.0000000006120754918,0.0311211035,0.0003424438328,0.00000000163364888,-171.5,,
319211443,-104,-53.6,0.60774,1.6,5.045,73.908,-157.6,0.0001890298603,0.000256311675,1.355932203,0.001512238882,0.00000004845056012,0.000000001133271363,0.03830065359,0.0004453415353,0.000000003293148003,-157.6,,
319242659,-96.3,-42.6,0.67124,2.7,10.171,164.22,-138.9,0.0002466683752,0.0003523833931,1.428571429,0.002713352127,0.00000008692183903,0.000000001846678037,0.04715594567,0.0005990517683,0.000000004924715911,-138.9,,
319273866,-86,-28.7,0.81906,1.2,23.683,432.981,-114.7,0.0003300541545,0.0004454128881,1.349514563,0.004587752748,0.0000001470103742,0.00000000267125126,0.05236581536,0.0007754670427,0.000000005651437543,-114.7,,
319305138,-73,-12.6,1.37468,-2.1,88.837,2083.457,-85.6,0.000415707342,0.0005148375544,1.238461538,0.006692888207,0.0000002140217513,0.000000002744678678,0.04951394218,0.0009305448964,0.000000004969329117,-85.6,,
319617350,-58.8,-14,1.05684,-5.2,290.652,13162.909,-72.8,0.00004548191613,-0.000004484132577,-0.0985915493,-0.00006367468259,-0.0000000002039469418,-0.00000001183887906,0.0003094051478,0.00004099778356,-0.00000002844548199,-72.8,,
319648562,-74.8,-38.9,0.6037,-3.5,-72.59,-11637.881,-113.7,-0.00051262335,-0.0007977700884,1.55625,0.01276432141,0.0000004089555753,-0.000000001787584289,-0.06684992951,-0.001310393438,-0.000000004328441002,-113.7,,
319679826,-90.3,-62.6,0.50794,-0.1,-15.317,1831.91,-152.9,-0.0004957778915,-0.0007580603889,1.529032258,0.01174993603,0.0000003758295813,0.0000000005397109602,-0.0877386131,-0.00125383828,0.000000001811968409,-152.9,,
319711038,-102.6,-81.5,0.47126,2.8,-5.875,302.505,-184.1,-0.0003940792003,-0.0006055363322,1.536585366,0.007448096886,0.0000002386292735,0.000000003252900819,-0.08679738562,-0.0009996155325,0.00000000813148503,-184.1,,
319742227,-109.3,-92.6,0.45544,3.3,-2.537,107.027,-201.9,-0.0002148193273,-0.0003558947065,1.656716418,0.002384494533,0.00000007645306144,0.000000005743299788,-0.05640706659,-0.0005707140338,0.00000001374155769,-201.9,,
319773495,-108.6,-94.3,0.44968,0.9,-0.92,51.715,-202.9,0.00002238710503,-0.00005436868364,-2.428571429,-0.00003805807855,-0.000000001217157431,0.000000007605451677,-0.003831393118,-0.00003198157861,0.00000001727315577,-202.9,,
319804721,-100.8,-87.6,0.44956,-3,-0.018,28.882,-188.4,0.0002497918401,0.0002145647858,0.858974359,0.001673605329,0.00000005359653266,0.000000007272762412,0.04518350093,0.0004643566259,0.0000000158736793,-188.4,,
319835932,-87.8,-75.3,0.45268,-6.2,0.499,16.563,-163.1,0.0004165198167,0.0003940918266,0.9461538462,0.005123193746,0.0000001641470554,0.000000005339395907,0.07108839832,0.0008106116433,0.00000001108867666,-163.1,,
319867138,-73.1,-61.3,0.4578,-6.8,0.822,10.356,-134.4,0.0004710632571,0.0004486316734,0.9523809524,0.006594885599,0.0000002113338973,0.000000001747571059,0.06826603858,0.0009196949305,0.000000003495026982,-134.4,,
319898350,-60.2,-49,0.46524,-4.8,1.19,11.802,-109.2,0.0004133025759,0.0003940792003,0.9534883721,0.005083621684,0.0000001628739486,-0.000000001850947931,0.04905901576,0.0008073817762,-0.000000003599088452,-109.2,,
319929615,-52.4,-40.6,0.47754,-1.5,1.969,24.905,-93,0.0002494802495,0.0002686710379,1.076923077,0.002095634096,0.00000006702811756,-0.000000005248696862,0.02630289461,0.0005181512874,-0.000000009266643882,-93,,
319960813,-51.6,-36.9,0.49916,0.9,3.464,47.916,-88.5,0.0000256426694,0.000118597346,4.625,0.00009487787679,0.000000003041152535,-0.000000007159366067,0.00716071543,0.0001442400154,-0.00000001195942018,-88.5,,
319992025,-57.9,-37.1,0.53148,0.9,5.179,54.97,-95,-0.0002018454441,-0.000006407791875,0.03174603175,0.00004036908881,0.000000001293383596,-0.000000007291753108,-0.007819108035,-0.0002082532359,-0.00000001129858489,-95,,
320023244,-69.2,-39.4,0.57082,-1.4,6.3,35.891,-108.6,-0.0003619590634,-0.0000736730837,0.203539823,0.0008325058458,0.00000002666664037,-0.000000005129873745,-0.01852685864,-0.0004356321471,-0.000000007284983697,-108.6,,
320054456,-81.6,-41.3,0.61472,-4.4,7.033,23.505,-122.9,-0.0003972830962,-0.00006087402281,0.1532258065,0.0007548378829,0.00000002418422026,-0.000000001131491491,-0.02062027425,-0.0004581571191,-0.0000000007215148457,-122.9,,
320085706,-91,-40.7,0.66612,-6.2,8.223,38.05,-131.7,-0.0003008,0.0000192,-0.06382978723,-0.00018048,-0.00000000577536,0.000000003091218001,-0.01067584,-0.0002816,0.000000005656706365,-131.7,,
320116919,-94.1,-36.8,0.7315,-5.6,10.474,72.117,-130.9,-0.00009931759203,0.0001249479384,-1.258064516,-0.0003873386089,-0.00000001240952837,0.000000006447437055,0.007715375004,0.00002563034633,0.000000009831371083,-130.9,,
320148178,-90.2,-30.1,0.81874,-2.8,13.953,111.305,-120.3,0.0001247640679,0.0002143382706,1.717948718,0.0008359192553,0.00000002674171455,0.000000007179113189,0.02392462971,0.0003391023385,0.00000001004299466,-120.3,,
320179390,-80.8,-22.5,0.9373,0.6,18.995,161.546,-103.3,0.0003011662181,0.0002434960912,0.8085106383,0.002288863258,0.00000007333279693,0.000000005643243551,0.02873958734,0.0005446623094,0.000000006576025172,-103.3,,
320210615,-69.3,-15.6,1.10714,2.9,27.194,262.593,-84.9,0.0003682946357,0.0002209767814,0.6,0.002541232986,0.00000008138456322,0.000000002150724644,0.02360032026,0.0005892714171,0.000000001429229391,-84.9,,
320241813,-59.2,-9.9,1.4112,2.9,48.73,690.302,-69.1,0.0003237387012,0.0001827040195,0.5643564356,0.001845310597,0.00000005914836197,-0.000000001426931449,0.01586640169,0.0005064427207,-0.000000002652640399,-69.1,,
320273038,-52.3,-4.8,2.39262,1,157.153,3472.312,-57.1,0.0002209767814,0.0001633306645,0.7391304348,0.001126981585,0.00000003609228456,-0.00000000329386242,0.01072986389,0.000384307446,-0.00000000391484309,-57.1,,
320616509,-34.3,-6,1.36062,-5.2,263.242,10202.652,-40.3,0.00005240617112,-0.000003493744741,-0.06666666667,-0.00006288740534,-0.0000000001830937847,-0.000000005398578393,0.0001317141767,0.00004891242638,-0.00000001074123361,-40.3,,
320647721,-43.4,-24.3,0.57658,-3.8,-125.599,-12458.08,-67.7,-0.0002915545303,-0.0005863129566,2.010989011,0.005335447905,0.0000001709421987,-0.000000001001425743,-0.0271953095,-0.0008778674869,-0.00000000269827704,-67.7,,
320678972,-51.4,-42.1,0.46348,-1.9,-18.094,3440.045,-93.5,-0.0002559918083,-0.0005695817734,2.225,0.004556654187,0.0000001458082681,0.000000001139392607,-0.03549710409,-0.0008255735816,0.000000001675442305,-93.5,,
