us,Red,IR,Ratio,Ambient,drdt,ddrdt,R+IR,dRed/dt (~7sec),dIR/dt,dRed/dIR,dRed*dIR/dt,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,,Notes
335822403,-57.7,-44.6,0.6481,-6.6,2.609,-23.495,,,,,,,,,,,,,
335853668,-54.5,-41.9,0.64958,-9.2,0.238,-75.828,,,,,,,,,,,,,
335884884,-45.2,-37.3,0.6317,-9.6,-2.865,-99.42,,,,,,,,,,,,,
335916038,-29.8,-29.4,0.5917,-7.5,-6.418,-114.025,,,,,,,,,,,,,
335947297,-10.8,-18,0.6003,-4,-13.175,-216.181,,,,,,,,,,,,,
336009774,20.5,9.3,0.8512,-0.7,123.783,6289.924,,,,,,,,,,,,,
336040972,26.1,21,0.68272,-2.5,-30.646,-4949.943,,,,,,,,,,,,,
336072231,23.8,29,0.6221,-5.4,-13.333,553.836,,,,,,,,,,,,,
336105094,15.3,31.8,0.4799,-7.5,-10.44,88.036,,,,,,,,,,,,,
336134668,2.6,28.8,0.47442,-7.7,-13.14,-91.287,,,,,,,,,,,,,
336228350,-40.1,-8.8,1.34378,-4.1,269.229,11961.082,,,,,,,,,,,,,
336259562,-52.3,-24.8,0.82942,-5.6,-78.539,-11142.108,,,,,,,,,,,,,
336290774,-63.4,-39.9,0.7017,-8.6,-16.604,1984.324,,,,,,,,,,,,,
336321985,-74.3,-53.8,0.6604,-11.8,-6.616,320.02,,,,,,,,,,,,,
336353230,-85.8,-66.6,0.64164,-13.8,-3.001,115.697,,,,,,,,,,,,,
336384449,-97.7,-78.3,0.63372,-13.5,-1.269,55.456,,,,,,,,,,,,,
336415654,-109.6,-88.4,0.6317,-11.1,-0.323,30.327,,,,,,,,,,,,,
336446919,-120.2,-96.5,0.63308,-7.9,0.22,17.371,,,,,,,,,,,,,
336478138,-128.5,-101.9,0.63602,-5.4,0.47,8.004,,,,,,,,,,,,,
336509337,-133.6,-105,0.63856,-4.9,0.409,-1.965,,,,,,,,,,,,,
336540601,-135.3,-106.2,0.6387,-6.3,0.02,-12.419,,,,,,,,,,,,,
336571824,-133.3,-106.2,0.63494,-8.6,-0.6,-19.868,,,,,,,,,,,,,
336603038,-128.1,-105.3,0.62728,-10.2,-1.226,-20.068,,,,,,,,,,,,,
336634231,-120,-102.9,0.61708,-9.7,-1.637,-13.178,,,,,,,,,,,,,
336665456,-109.8,-98.9,0.60586,-7.2,-1.796,-5.067,,,,,,,,,,,,,
336696707,-98.1,-93.2,0.59444,-4,-1.826,-0.959,,,,,,,,,,,,,
336727934,-85.4,-85.7,0.58318,-2,-1.804,0.702,,,,,,,,,,,,,
336759116,-71.7,-76,0.57252,-2.2,-1.71,2.998,,,,,,,,,,,,,
336790337,-56.5,-63.4,0.56224,-4.6,-1.645,2.083,,,,,,,,,,,,,
336821602,-39.4,-47.8,0.54876,-7.6,-2.157,-16.374,,,,,,,,,,,,,
336852832,-19.9,-30,0.6632,-9.2,-5.155,-95.979,,,,,,,,,,,,,
336915284,21.5,4.6,1.35196,-5.4,152.07,5644.112,,,,,,,,,,,,,
336946495,37.8,17.6,0.88692,-2.2,-80.374,-7447.516,,,,,,,,,,,,,
336977707,47,26.1,0.85418,-0.5,-11.116,2218.962,,,,,,,,,,,,,
337008932,47.8,30.2,0.84712,-1.4,-7.002,131.745,,,,,,,,,,,,,
337040178,41.4,31,0.79762,-4.1,-7.922,-29.426,,,,,,,,,,,,,
337071403,30.3,29.6,0.7353,-6.9,-9.976,-65.799,,,,,,,,,,,,,
337102601,17.7,27,0.6555,-7.9,-11.805,-58.608,,,,,,,,,,,,,
337133826,5.7,23.3,0.57782,-6.7,-13.178,-43.99,,,,,,,,,,,,,
337258707,-21.5,-7.8,1.07546,-2.4,323.026,16744.195,,,,,,,,,,,,,
337289972,-24.5,-19.4,0.77842,-5.4,-47.256,-11843.343,,,,,,,,,,,,,
337321164,-28.8,-31.9,0.9027,-8.3,-11.534,1145.244,,,,,,,,,,,,,
337352410,-35.6,-44.5,0.7995,-9.4,-3.303,263.424,,,,,,,,,,,,,
337383615,-44.3,-55.9,0.793,-8.4,-0.209,99.154,,,,,,,,,,,,,
337414826,-52.9,-64.5,0.8204,-6,0.879,34.845,,,,,,,,,,,,,
337446085,-59,-68.7,0.8589,-3.5,1.232,11.306,,,,,,,,,,,,,
337477284,-61.4,-67.5,0.9091,-2.4,1.609,12.089,,,,,,,,,,,,,
337508509,-60.3,-61.5,0.9805,-3.4,2.285,21.632,,,,,,,,,,,,,
337539760,-56.6,-52.5,1.0772,-6,3.094,25.904,,,,,,,,,,,,,
337570947,-51.2,-43.2,1.1842,-8.8,3.433,10.867,,,,,,,,,,,,,
337602178,-45.4,-36.2,1.2558,-10.3,2.292,-36.53,,,,,,,,,,,,,
337633390,-40.5,-32.8,1.2357,-9.5,-0.644,-94.088,,,,,,,,,,,,,
337664615,-36.7,-32.7,1.1248,-6.8,-3.553,-93.149,,,,,,,,,,,,,
337695866,-32.9,-33.7,0.9771,-3.8,-4.725,-37.52,,,,,,,,,,,,,
337727038,-27,-33,0.8193,-2.2,-5.062,-10.797,,,,,,,,,,,,,
337758284,-17.6,-28,0.95736,-2.9,-6.063,-32.03,,,,,,,,,,,,,
337789548,-5.7,-18.2,0.81058,-5.4,-10.155,-130.884,,,,,,,,,,,,,
337852002,14.5,8.4,1.03196,-9,94.503,4604.224,,,,,,,,,,,,,
337883178,18.1,18.9,0.9604,-7.4,-24.519,-3817.743,,,,,,,,,,,,,
337914443,18,25,0.7213,-3.8,-7.649,539.579,,,,,,,,,,,,,
337945668,17.2,27.5,0.6258,-0.3,-3.059,146.989,,,,,,,,,,,,,
337976866,19.2,28.8,0.6667,1.3,1.312,140.104,,,,,,,,,,,,,
338008038,26,31.1,0.8361,0.2,5.435,132.263,,,,,,,,,,,,,
338039284,37.2,35.8,0.77794,-2.6,6.519,34.704,,,,,,,,,,,,,
338070517,49.5,42.2,0.82766,-5,4.283,-71.602,,,,,,,,,,,,,
338101774,58.9,48.5,0.87772,-5.2,1.281,-96.038,,,,,,,,,,,,,
338133008,62.1,52.4,0.90566,-2.6,-0.95,-71.426,,,,,,,,,,,,,
338164178,58.3,52.8,1.1047,1.2,-2.542,-51.083,,,,,,,,,,,,,
338195443,48.9,49.9,0.9793,4.1,-4.009,-46.906,,,,,,,,,,,,,
338226668,35.8,44.6,0.8046,4.5,-5.597,-50.867,,,,,,,,,,,,,
338257879,21.5,37.1,0.8607,2,-7.233,-52.413,,,,,,,,,,,,,
338289085,7.3,26.9,0.79332,-1.6,-9.788,-81.876,,,,,,,,,,,,,
338351562,-17.4,-5.8,1.28398,-4.9,111.443,4313.398,,,,,,,,,,,,,
338382760,-27.3,-26.8,1.0196,-3.1,-64.336,-5634.307,,,,,,,,,,,,,
338413985,-35.4,-47.2,0.7485,-0.3,-8.684,1782.301,,,,,,,,,,,,,
338445191,-41.8,-63.9,0.6545,1.6,-3.011,181.803,,,,,,,,,,,,,
338476443,-47.2,-75,0.6296,1.4,-0.796,70.861,,,,,,,,,,,,,
338507654,-51.8,-80.3,0.6451,-0.5,0.497,41.421,,,,,,,,,,,,,
338538879,-55.6,-80.6,0.6895,-3,1.422,29.622,,,,,,,,,,,,,
338570085,-57.9,-76.3,0.7589,-4.6,2.224,25.701,,,,,,,,,,,,,
338601337,-58.1,-68.1,0.8535,-4.2,3.026,25.661,,,,,,,,,,,,,
338632562,-55.6,-57,0.9741,-2.1,3.864,26.859,,,,,,,,,,,,,
338663774,-50.1,-44.8,1.1178,0.6,4.604,23.686,,,,,,,,,,,,,
338694985,-42.2,-33.3,1.2663,2.5,4.758,4.935,,,,,,,,,,,,,
338726191,-32.7,-23.9,1.3697,2.5,3.314,-46.265,,,,,,,,,,,,,
338757456,-22.9,-17,1.3499,0.8,-0.633,-126.229,,,,,,,,,,,,,
338788654,-14.3,-12.2,1.1751,-1.5,-5.604,-159.356,,,,,,,,,,,,,
338819866,-8.2,-8.4,0.977,-3.1,-6.347,-23.812,,,,,,,,,,,,,
338851085,-4.4,-3.5,1.2612,-2.9,9.104,494.926,,,,,,,,,,,,,
338913548,0.4,15.8,0.95726,1.9,15.653,2271.711,,,,,,,,,,,,,
338944760,4,29.6,0.96208,3.8,3.616,-385.671,,,,,,,,,,,,,
338975972,10,43.4,0.99804,3.6,3.001,-19.679,,,,,,,,,,,,,
339007191,18.6,55.4,1.07606,1.4,3.39,12.449,,,,,,,,,,,,,
339038456,29,64.7,1.09868,-1.4,3.619,7.325,,,,,,,,,,,,,
339069668,39.4,71.5,1.11908,-3,3.269,-11.221,,,,,,,,,,,,,
339100866,47.2,75.9,1.13346,-2.2,2.302,-30.99,,,,,,,,,,,,,
339132116,50.7,77.6,1.13962,0.9,0.987,-42.07,,,,,,,,,,,,,
339163350,49.2,76.7,1.13738,4.6,-0.358,-43.068,,,,,,,,,,,,,
339194562,43.3,72.9,1.12778,6.8,-1.539,-37.841,,,,,,,,,,,,,
339225774,33.9,65.9,1.1118,6.2,-2.559,-32.691,,,,,,,,,,,,,
339256972,21.8,55,1.0883,3.2,-3.766,-38.664,,,,,,,,,,,,,
339288230,8.3,40.7,1.04984,-0.8,-6.153,-76.373,,,,,,,,,,,,,
339381866,-26.6,-10.9,1.49812,-2.2,168.825,8079.535,,,,,,,,,,,,,
339413116,-31.9,-26.2,1.2177,0.1,-39.299,-6659.959,,,,,,,,,,,,,
339444337,-33.4,-39.1,0.8536,1.3,-11.662,885.182,,,,,,,,,,,,,
339475548,-32.5,-49.9,1.04896,0.3,-6.487,165.82,,,,,,,,,,,,,
339506774,-31.2,-58.8,0.94312,-2,-3.896,82.981,,,,,,,,,,,,,
339538025,-31.2,-65.9,0.85044,-4.3,-1.784,67.564,,,,,,,,,,,,,
339569244,-33.1,-69.9,0.77742,-4.9,-0.034,56.063,,,,,,,,,,,,,
339600456,-35.7,-70.3,0.78458,-3.3,1.148,37.864,,,,,,,,,,,,,
339631668,-37.4,-67.2,0.5565,-0.3,1.539,12.527,,,,,,,,,,,,,
339662912,-36.4,-62.1,0.5869,2.5,0.973,-18.098,,,,,,,,,,,,,
339694138,-32.2,-55.8,0.5759,3.7,-0.354,-42.518,,,,,,,,,,,,,
339725350,-25,-48.2,0.5193,2.9,-1.814,-46.754,,,,,,,,,,,,,
339756548,-16.1,-38.1,0.4227,0.8,-3.096,-41.096,,,,,,,,,,,,,
339787774,-6.3,-24.9,0.47152,-1.2,-5.439,-75.047,,,,,,,,,,,,,
339850231,11.8,5.1,0.85326,-0.9,85.662,3360.632,,,,,,,,,,,,,
339881443,17.1,17.3,0.55586,1,-42.734,-4113.667,,,,,,,,,,,,,
339912707,18.6,25.9,0.482,2.6,-8.721,1087.919,,,,,,,,,,,,,
339943879,17,31.8,0.5349,2.5,-5.912,90.124,,,,,,,,,,,,,
339975138,14.5,36.9,0.3939,0.4,-4.513,44.739,,,,,,,,,,,,,
340006339,13.9,43.1,0.3233,-3,-2.263,72.117,,,,,,,,,,,,,
340037601,17.2,51.5,0.3335,-6,0.328,82.876,,,,,,,,,,,,,
340068774,24.6,61.8,0.3987,-7,2.091,56.544,,,,,,,,,,,,,
340100038,35.3,73.1,0.4836,-5.1,2.716,19.998,,,,,,,,,,,,,
340131231,47.4,83.8,0.42088,-1.1,2.619,-3.112,,,,,,,,,,,,,
340162456,58.9,92.6,0.46696,3.1,2.247,-11.905,,,,,,,,,,,,,
340193707,68.1,97.7,0.50926,5.4,1.965,-9.024,,,,,,,,,,,,,
340224932,73.7,97.1,0.53868,4.7,1.991,0.831,,,,,,,,,,,,,
340256116,74.7,89.7,0.55356,1.6,2.386,12.675,,,,,,,,,,,,,
340287337,70.5,75.7,0.57312,-1.8,3.134,23.944,,,,,,,,,,,,,
340318562,60.9,57,0.6006,-3.5,4.399,40.511,,,,,,,,,,,,,
340349813,46.3,35.8,0.64596,-2.5,7.257,91.48,,,,,,,,,,,,,
340381025,28.1,14.4,0.77706,0.4,21.001,440.345,,,,,,,,,,,,,
340443456,-12.5,-22.1,0.5665,4,65.174,5596.488,,,,,,,,,,,,,
340474668,-30.6,-35,0.57788,2.1,9.792,-1774.373,,,,,,,,,,,,,
340505879,-44.2,-43.7,0.62236,-1.2,4.469,-170.56,,,,,,,,,,,,,
340537133,-51.7,-47.4,0.65458,-3.9,2.501,-62.968,,,,,,,,,,,,,
340568337,-52.3,-45.9,0.68114,-4.3,1.599,-28.896,,,,,,,,,,,,,
340599548,-46.2,-39.2,0.68902,-2.1,1.264,-10.751,,,,,,,,,,,,,
340630813,-34.2,-28.2,0.69572,1.3,1.07,-6.181,,,,,,,,,,,,,
340662025,-17.8,-14.8,0.69338,3.8,-0.374,-46.29,,,,,,,,,,,,,
340724443,19.2,9.6,0.85446,1.9,84.238,4571.385,,,,,,,,,,,,,
340755707,34.4,17.3,0.85058,-1.1,-0.623,-2714.337,,,,,,,,,,,,,
340786919,44.4,22.4,0.8504,-3,-0.027,19.091,,,,,,,,,,,,,
340818116,48.2,26,0.82448,-2.7,-4.155,-132.341,,,,,,,,,,,,,
340849337,46,28.9,0.77134,-0.5,-8.51,-139.49,,,,,,,,,,,,,
340880601,39,31.1,0.70376,2.2,-10.807,-73.471,,,,,,,,,,,,,
340911826,28.8,31.8,0.63422,3.9,-11.137,-10.543,,,,,,,,,,,,,
340943032,17.8,30.7,0.5796,3.5,-10.431,22.612,,,,,,,,,,,,,
340974231,8.2,27.9,0.51472,1.4,-9.138,41.434,,,,,,,,,,,,,
341005495,1.9,24.7,0.47424,-1.2,-6.893,71.81,,,,,,,,,,,,,
341067919,1.3,24.1,0.47216,-2.6,2.182,163.832,,,,,,,,,,,,,
341099178,6.3,30.1,0.50544,-0.6,4.904,87.097,,,,,,,,,,,,,
341130353,14,40.1,0.53332,1.9,4.469,-13.977,,,,,,,,,,,,,
341161601,23.4,51.2,0.4573,3.6,3.493,-31.233,,,,,,,,,,,,,
341192813,33.1,59.2,0.5591,3.5,3.261,-7.412,,,,,,,,,,,,,
341224038,41,60.4,0.6794,1.5,3.853,18.953,,,,,,,,,,,,,
341255284,45.1,53,0.6252,-1.4,5.48,52.057,,,,,,,,,,,,,
341286495,43.7,38.2,0.7042,-3.5,9.458,127.466,,,,,,,,,,,,,
341317707,36.8,19.4,0.89896,-3.8,24.084,468.589,,,,,,,,,,,,,
341348919,25.6,0.9,6.06218,-2,823.266,25604.979,,,,,,,,,,,,,
341411403,-0.7,-22.8,0.55002,2.8,29.929,30152.637,,,,,,,,,,,,,
341442601,-12.3,-27,0.4577,3.1,13.628,-522.492,,,,,,,,,,,,,
341473866,-21.6,-28.1,0.7692,1.7,9.963,-117.248,,,,,,,,,,,,,
341505567,-27.8,-28.3,0.71326,-0.2,6.669,-103.888,,,,,,,,,,,,,
341536284,-30.9,-29.5,0.74472,-1.2,2.196,-145.621,,,,,,,,,,,,,
341567495,-31.9,-32.2,0.75108,-0.4,-1.856,-129.837,,,,,,,,,,,,,
341598721,-32.3,-36.1,0.8951,1.9,-3.043,-38.004,,,,,,,,,,,,,
341629985,-33.3,-39.9,0.8345,4.2,-1.937,35.372,,,,,,,,,,,,,
341661178,-34.4,-41.9,0.8205,4.8,-0.449,47.697,,,,,,,,,,,,,
341692390,-34,-41.3,0.822,2.8,0.046,15.868,,,,,,,,,,,,,
341723654,-30.2,-38.6,0.7832,-1.1,-1.241,-41.157,,,,,,,,,,,,,
341754879,-22.5,-35,0.6412,-4.9,-4.548,-105.908,,,,,,,,,,,,,
341786038,-11.7,-31.8,0.68676,-6.7,-8.802,-136.521,,,,,,,,,,,,,
341817297,-0.2,-29.3,0.5788,-5.6,-11.533,-87.388,,,,,,,,,,,,,
341973403,26.5,2,3.17528,-0.6,511.675,17976.979,,,,,,,,,,,,,
342004643,29.3,14.7,0.91172,-2.6,-357.74,-27830.188,,,,,,,,,,,,,
342035879,33.9,29.1,0.7464,-2.8,-26.461,10605.692,,,,,,,,,,,,,
342067116,40.3,44.1,0.69596,-0.9,-8.076,588.552,,,,,,,,,,,,,
342098297,47.4,57.9,0.818,2.1,-3.108,159.341,,,,,,,,,,,,,
342129548,53.4,68.8,0.7763,4.6,-1.334,56.756,,,,,,,,,,,,,
342160760,57.2,75.6,0.7569,5.2,-0.623,22.778,,,,,,,,,,,,,
342191985,59.1,78.3,0.7544,3.5,-0.079,17.448,,,,,,,,,,,,,
342223231,60.1,77.4,0.777,0.6,0.723,25.639,,,,,,,,,,,,,
342254456,60.6,72.9,0.8321,-1.9,1.764,33.35,,,,,,,,,,,,,
342285655,59.7,65,0.9187,-2.7,2.776,32.429,,,,,,,,,,,,,
342316879,56,54.1,1.0364,-1.3,3.769,31.807,,,,,,,,,,,,,
342348085,48.9,40,1.2228,1.7,5.975,70.708,,,,,,,,,,,,,
342379350,39.1,22.6,1.14788,4.7,16.203,327.14,,,,,,,,,,,,,
342410562,28.3,2,3.71376,6.2,398.52,12249.037,,,,,,,,,,,,,
342629116,-1.1,-66.8,0.94414,3.7,0.678,12.801,,,,,,,,,,,,,
342660337,-3.5,-56.2,0.9908,4.6,1.504,26.458,,,,,,,,,,,,,
342691562,-6.7,-44.8,1.00806,3.1,2.764,40.349,,,,,,,,,,,,,
342722774,-10,-34.2,1.03682,-0.2,4.606,59.001,,,,,,,,,,,,,
342753985,-13,-25.1,1.08204,-3.3,7.244,84.519,,,,,,,,,,,,,
342785244,-15.2,-17.4,0.8707,-4.5,11.251,128.2,,,,,,,,,,,,,
342816456,-15.6,-10.2,1.5243,-3,20.943,310.519,,,,,,,,,,,,,
342847654,-13.4,-2.6,1.9959,0.3,115.859,3042.374,,,,,,,,,,,,,
342910116,0.4,15.4,1.03414,3.6,43.752,8041.12,,,,,,,,,,,,,
342941337,10.8,25.1,1.17452,1.3,12.822,-990.672,,,,,,,,,,,,,
342972562,21.6,34.6,1.3443,-2.7,6.257,-210.252,,,,,,,,,,,,,
343005620,31.8,43.6,1.36514,-6,3.15,-93.987,,,,,,,,,,,,,
343035025,40.8,52.2,1.37566,-6.8,1.789,-46.283,,,,,,,,,,,,,
343066231,48.6,60.2,1.3809,-4.7,0.839,-30.442,,,,,,,,,,,,,
343097443,55.6,67.4,1.38452,-1.1,0.582,-8.225,,,,,,,,,,,,,
343128668,62.2,73.6,1.38848,1.8,0.633,1.629,,,,,,,,,,,,,
343159879,68.4,78.8,1.39312,2.4,0.742,3.486,,,,,,,,,,,,,
343191138,74,82.8,1.39818,0.6,0.811,2.2,,,,,,,,,,,,,
343222337,78.8,85.7,1.40342,-2.3,0.838,0.858,,,,,,,,,,,,,
343253562,82,86.8,1.40828,-4.3,0.779,-1.862,,,,,,,,,,,,,
343284782,82.4,85.6,1.41208,-4.1,0.609,-5.451,,,,,,,,,,,,,
343316038,79.1,81,1.4148,-1.8,0.435,-5.587,,,,,,,,,,,,,
343347244,71.7,72.2,1.41792,1.4,0.5,2.108,,,,,,,,,,,,,
343378456,60.7,59.1,1.0256,3.7,1.062,17.981,,,,,,,,,,,,,
343409668,47.2,42.8,1.1027,4,2.472,45.18,,,,,,,,,,,,,
343440890,32.1,24.7,1.2993,2.4,6.297,122.528,,,,,,,,,,,,,
343472116,16.1,6.5,1.48088,-0.1,36.928,980.933,,,,,,,,,,,,,
343503350,-0.5,-10.5,0.9541,-1.8,-77.124,-3651.547,,,,,,,,,,,,,
343534562,-16.2,-25.4,1.12792,-1.9,19.077,3082.188,,,,,,,,,,,,,
343565774,-29.2,-36.8,1.19804,-0.4,4.936,-453.057,,,,,,,,,,,,,
343597038,-37.5,-44.1,0.8506,2,1.841,-99,,,,,,,,,,,,,
343628244,-40,-46.9,0.8532,3.6,0.082,-56.36,,,,,,,,,,,,,
343659495,-37.2,-46,0.8081,3.7,-1.443,-48.814,,,,,,,,,,,,,
343690669,-30.4,-42.6,0.714,2.1,-3.017,-50.465,,,,,,,,,,,,,
343721932,-22,-38.1,0.5765,-0.2,-4.4,-44.253,,,,,,,,,,,,,
343753121,-14,-33.4,0.6745,-1.5,-4.995,-19.075,,,,,,,,,,,,,
343784340,-7.8,-28.2,0.59064,-1,-4.566,13.754,,,,,,,,,,,,,
343815601,-3.3,-22.2,0.51878,1.3,-4.087,15.312,,,,,,,,,,,,,
343909231,8.8,1.1,2.09254,5.6,281.506,9634.611,,,,,,,,,,,,,
343940495,13,8.7,0.75772,3.4,-213.473,-15832.249,,,,,,,,,,,,,
343971721,16.7,15.5,0.6766,0.7,-12.991,6420.341,,,,,,,,,,,,,
344002919,20.6,21.6,0.65226,-0.6,-3.9,291.421,,,,,,,,,,,,,
344034116,25.8,27.6,0.6482,0.5,-0.652,104.085,,,,,,,,,,,,,
344065390,32.8,34,0.654,3.5,0.929,50.566,,,,,,,,,,,,,
344096601,41.3,41.1,0.66212,6.8,1.3,11.875,,,,,,,,,,,,,
344127826,50.2,48.7,0.6676,8.4,0.878,-13.499,,,,,,,,,,,,,
344159025,58.7,56.2,0.6699,7.4,0.369,-16.319,,,,,,,,,,,,,
344190284,66.3,62.8,0.6723,4.5,0.386,0.532,,,,,,,,,,,,,
344221456,73.3,67.1,0.67942,1.6,1.142,24.271,,,,,,,,,,,,,
344252706,79.4,67.9,0.69502,0.6,2.495,43.285,,,,,,,,,,,,,
344283932,83.8,64.2,0.72208,2.1,4.332,58.842,,,,,,,,,,,,,
344315138,85.3,56,0.7657,5.1,6.991,85.194,,,,,,,,,,,,,
344346403,83.7,44.2,0.8399,7.6,11.867,155.964,,,,,,,,,,,,,
344377601,79.7,30.5,0.98386,7.8,23.07,359.095,,,,,,,,,,,,,
344408827,74.3,17.3,1.32106,5.2,53.995,990.364,,,,,,,,,,,,,
344440038,67.8,6.8,2.46684,1,183.552,4151.013,,,,,,,,,,,,,
344471284,59.9,0,295.59454,-2.6,46906.438,1495323.75,,,,,,,,,,,,,
344658601,-7,-47.4,0.49082,4.4,11.628,-527.208,,,,,,,,,,,,,
344689813,-20.1,-65.9,0.52224,2.4,5.034,-211.264,,,,,,,,,,,,,
344721030,-30.6,-82.6,0.53522,0.5,2.078,-94.687,,,,,,,,,,,,,
344752251,-36.8,-94.8,0.388,0.1,0.574,-48.192,,,,,,,,,,,,,
344783509,-38.7,-100.9,0.3835,1.8,-0.145,-23.008,,,,,,,,,,,,,
344814714,-37.5,-100.3,0.3742,4.8,-0.298,-4.888,,,,,,,,,,,,,
344845932,-34.7,-93.6,0.3705,7.6,-0.118,5.771,,,,,,,,,,,,,
344877178,-30.2,-81.5,0.3708,8.4,0.009,4.047,,,,,,,,,,,,,
344908403,-23.4,-65.2,0.3588,6.6,-0.383,-12.556,,,,,,,,,,,,,
344939601,-13.8,-46.1,0.3003,2.7,-1.876,-47.838,,,,,,,,,,,,,
344970817,-2.3,-25.5,0.29834,-1.5,-6.694,-154.353,,,,,,,,,,,,,
345033284,20.7,14.5,0.55048,-4.3,108.692,5595.779,,,,,,,,,,,,,
345064509,30.4,31.7,0.44356,-2.7,-14.863,-3956.917,,,,,,,,,,,,,
345095707,38.9,46,0.40962,-0.7,-3.564,362.157,,,,,,,,,,,,,
345126919,47.2,57,0.4059,-0.2,-0.595,95.125,,,,,,,,,,,,,
345158178,56.4,64.8,0.41424,-1.8,1.334,61.721,,,,,,,,,,,,,
345189403,67.1,69.6,0.43286,-4.8,2.981,52.736,,,,,,,,,,,,,
345220606,79,72.3,0.45894,-7.1,4.179,38.376,,,,,,,,,,,,,
345251826,90.9,73.6,0.48708,-7,4.506,10.502,,,,,,,,,,,,,
345283025,100.9,74.9,0.50962,-4,3.613,-28.644,,,,,,,,,,,,,
345314284,107.8,77.2,0.5194,0.7,1.566,-65.484,,,,,,,,,,,,,
345345495,111.1,81.1,0.51428,4.7,-0.82,-76.447,,,,,,,,,,,,,
345376707,110.4,85.5,0.49842,6.2,-2.542,-55.17,,,,,,,,,,,,,
345407932,105.1,88.3,0.47826,4.5,-3.228,-21.959,,,,,,,,,,,,,
345439191,94.8,86.8,0.4586,0.9,-3.145,2.647,,,,,,,,,,,,,
345470385,79.9,79.2,0.44214,-2.1,-2.637,16.287,,,,,,,,,,,,,
345501601,61.6,64.5,0.4313,-2.9,-1.737,28.838,,,,,,,,,,,,,
345532826,41.8,43.6,0.43188,-1.1,0.091,58.547,,,,,,,,,,,,,
345564085,22.3,18.5,0.48104,1.8,7.864,248.667,,,,,,,,,,,,,
345626509,-9.1,-31.8,0.2872,3.7,29.016,2800.407,,,,,,,,,,,,,
345657707,-18.4,-50.5,0.3649,1.3,2.49,-850.262,,,,,,,,,,,,,
345688932,-22.9,-62.1,0.3689,-1.9,0.129,-75.609,,,,,,,,,,,,,
345720191,-23.7,-66.8,0.3544,-4.2,-0.464,-18.954,,,,,,,,,,,,,
345751403,-22.3,-65.9,0.3389,-4.3,-0.494,-0.976,,,,,,,,,,,,,
345782615,-20.6,-61.7,0.3332,-2.5,-0.183,9.963,,,,,,,,,,,,,
345813813,-19.4,-56.3,0.3445,0.1,0.361,17.432,,,,,,,,,,,,,
345845038,-19,-51.1,0.3717,2,0.872,16.381,,,,,,,,,,,,,
345876284,-18.8,-46.7,0.4012,2.1,0.944,2.316,,,,,,,,,,,,,
345907495,-18,-43.3,0.4147,0.5,0.433,-16.384,,,,,,,,,,,,,
345938707,-16.4,-40.4,0.4058,-1.6,-0.287,-23.08,,,,,,,,,,,,,
345969972,-14.4,-37.5,0.3852,-2.8,-0.658,-11.848,,,,,,,,,,,,,
346001191,-12.5,-33.7,0.3698,-2.1,-0.492,5.302,,,,,,,,,,,,,
346032403,-10.5,-28.6,0.3657,0.4,-0.131,11.564,,,,,,,,,,,,,
346063601,-7.9,-22.3,0.3532,3.7,-0.402,-8.69,,,,,,,,,,,,,
346094866,-4,-15.8,0.2544,6.1,-3.161,-88.219,,,,,,,,,,,,,
346250983,25.9,1.3,4.37728,-1.1,2341.567,122274.023,,,,,,,,,,,,,
346282178,27.5,3.6,1.7625,0.7,-415.403,-88378.594,,,,,,,,,,,,,
346313403,27.9,8.3,0.89868,3.1,-134.758,8987.837,,,,,,,,,,,,,
346344654,29.1,16.7,0.55238,4.2,-52.243,2640.377,,,,,,,,,,,,,
346375879,33,29.4,0.42842,3.2,-19.85,1037.412,,,,,,,,,,,,,
346407085,40.2,45.1,0.38202,0.3,-7.433,397.914,,,,,,,,,,,,,
346438297,49.3,60.9,0.36556,-2.8,-2.64,153.571,,,,,,,,,,,,,
346469548,57.6,72.9,0.36162,-4.4,-0.628,64.358,,,,,,,,,,,,,
346500774,62.4,77.2,0.36502,-3.6,0.544,37.553,,,,,,,,,,,,,
346531972,62.1,71.9,0.3763,-1,1.808,40.526,,,,,,,,,,,,,
346563191,56.7,57.3,0.40142,1.5,4.023,70.948,,,,,,,,,,,,,
346594443,46.9,36.2,0.46284,2,9.824,185.62,,,,,,,,,,,,,
346625654,33.9,12.2,0.7585,0,47.365,1202.795,,,,,,,,,,,,,
346719297,-9.9,-49.3,0.2014,-8.4,10.082,-1268.131,,,,,,,,,,,,,
346750548,-19.7,-60.5,0.3249,-6.7,3.952,-196.15,,,,,,,,,,,,,
346781774,-24,-65.3,0.2804,-3.3,1.344,-83.538,,,,,,,,,,,,,
346812972,-22.7,-63.6,0.3565,-0.1,-0.332,-53.709,,,,,,,,,,,,,
346844231,-17.2,-56.1,0.3062,1.1,-1.61,-40.91,,,,,,,,,,,,,
346875443,-10.1,-44.8,0.2251,-0.3,-2.598,-31.646,,,,,,,,,,,,,
346906653,-4,-32,0.26776,-3.4,-3.17,-18.32,,,,,,,,,,,,,
346937879,-0.5,-20,0.22808,-6.5,-3.158,0.384,,,,,,,,,,,,,
347031548,5.4,4,0.4685,-4.3,73.897,3250.966,,,,,,,,,,,,,
