us,Red,IR,Ratio,Ambient,drdt,ddrdt,Notes,dRed/dt,dIR/dt,,,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,dt,
105050618,3367.9,2438.8,1.381,1063.6,-0.002,1.258,,,,,,,,,,,,,
105081831,3369,2438,1.3819,1063.8,0.029,1.005,,,,,,,,,,,,,
105113043,3369.3,2436.1,1.3831,1064.3,0.039,0.322,,,,,,,,,,,,,
105144302,3370,2435,1.384,1065.1,0.028,-0.346,,,,,,,,,,,,,
105175500,3372.5,2436.4,1.3842,1066.3,0.009,-0.622,,,,,,,,,,,,,
105206725,3378,2440.8,1.384,1067.4,-0.008,-0.553,,,,,,,,,,,,,
105237977,3386.4,2447.9,1.3834,1068.1,-0.019,-0.346,,,,,,,,,,,,,
105269196,3396.7,2456.8,1.3826,1068,-0.025,-0.169,,,,,,,,,,,,,
105300396,3407.1,2465.9,1.3817,1067.3,-0.029,-0.146,,,,,,,,,,,,,
105331620,3415.4,2474.1,1.3805,1066.5,-0.038,-0.292,,,,,,,,,,,,,
105362831,3420.7,2480.8,1.3789,1066.1,-0.052,-0.442,,,,,,,,,,,,,
105394043,3423.4,2486.4,1.3768,1066.4,-0.066,-0.438,,,,,,,,,,,,,
105425289,3424.1,2491.1,1.3745,1067.3,-0.073,-0.225,,,,,,,,,,,,,
105456500,3423.4,2494.3,1.3725,1068.1,-0.067,0.195,,,,,,,,,,,,,
105487712,3420.7,2495,1.3711,1068,-0.045,0.7,,,,,,,,,,,,,
105518977,3415.9,2492.1,1.3707,1067,-0.013,1.026,,,,,,,,,,,,,
105550196,3409,2485.8,1.3714,1065.5,0.024,1.169,,,,,,,,,,,,,
105581408,3401,2476.2,1.3735,1064.1,0.066,1.351,,,,,,,,,,,,,
105612620,3393,2464,1.377,1063.5,0.114,1.547,,,,,,,,,,,,,
105643831,3385.7,2449.9,1.382,1063.8,0.16,1.455,,,,,,,,,,,,,
105675090,3379.8,2435.2,1.3879,1064.4,0.189,0.937,,,,,,,,,,,,,
105706289,3375.6,2421.4,1.3941,1064.8,0.196,0.235,,,,,,,,,,,,,
105737514,3373,2409.9,1.3996,1064.6,0.179,-0.569,,,,,,,,,,,,,
105768725,3371.5,2401.7,1.4038,1063.7,0.133,-1.452,,,,,,,,,,,,,
105799949,3370.3,2397.7,1.4056,1062.9,0.06,-2.352,,,,,,,,,,,,,
105831183,3368.9,2398.2,1.4047,1062.5,-0.029,-2.841,,,,,,,,,,,,,
105862394,3368.1,2403.5,1.4013,1062.8,-0.11,-2.588,,,,,,,,,,,,,
105893606,3368.9,2412.8,1.3963,1063.7,-0.162,-1.678,,,,,,,,,,,,,
105924831,3372.2,2424.9,1.3907,1064.6,-0.178,-0.516,,,,,,,,,,,,,
105956043,3377.8,2437.7,1.3856,1065,-0.162,0.526,,,,,,,,,,,,,
105987291,3384.5,2449.2,1.3819,1065,-0.121,1.294,,,,,,,,,,,,,
106018514,3390.9,2457.6,1.3797,1064.6,-0.068,1.721,,,,,,,,,,,,,
106049738,3396.4,2462.3,1.3794,1064.4,-0.012,1.782,,,,,,,,,,,,,
106080937,3401,2463.8,1.3804,1064.6,0.033,1.429,,,,,,,,,,,,,
106112143,3405.5,2463.9,1.3821,1065.3,0.056,0.756,,,,,,,,,,,,,
106143393,3411,2464.9,1.3838,1066.1,0.054,-0.056,,,,,,,,,,,,,
106174620,3418,2468.4,1.3847,1066.7,0.028,-0.85,,,,,,,,,,,,,
106205818,3425.5,2474.9,1.3841,1066.8,-0.019,-1.492,,,,,,,,,,,,,
106237043,3431.9,2483.6,1.3818,1066.3,-0.073,-1.751,,,,,,,,,,,,,
106268289,3435.5,2492.7,1.3782,1065.4,-0.117,-1.382,,,,,,,,,,,,,
106299523,3435.3,2499.8,1.3742,1064.5,-0.127,-0.348,,,,,,,,,,,,,
106330725,3431.5,2502.5,1.3712,1063.8,-0.096,1.014,,,,,,,,,,,,,
106361924,3424.2,2498.9,1.3703,1063.5,-0.03,2.094,,,,,,,,,,,,,
106393143,3413.7,2488.7,1.3717,1063.5,0.044,2.392,,,,,,,,,,,,,
106424408,3400.5,2473.3,1.3749,1063.7,0.104,1.91,,,,,,,,,,,,,
106455620,3386,2454.9,1.3793,1063.8,0.139,1.134,,,,,,,,,,,,,
106486831,3371.7,2436.1,1.3841,1063.6,0.154,0.465,,,,,,,,,,,,,
106518030,3359.3,2418.7,1.3889,1063,0.155,0.029,,,,,,,,,,,,,
106549249,3349.9,2404.1,1.3934,1062.2,0.145,-0.3,,,,,,,,,,,,,
106580500,3344,2393,1.3974,1061.6,0.127,-0.586,,,,,,,,,,,,,
106611712,3340.8,2385.3,1.4006,1061.6,0.101,-0.843,,,,,,,,,,,,,
106642946,3339.3,2380.8,1.4026,1062.3,0.065,-1.138,,,,,,,,,,,,,
106674183,3338.7,2379.2,1.4033,1063.3,0.022,-1.398,,,,,,,,,,,,,
106705394,3338.9,2380.5,1.4026,1064.2,-0.023,-1.417,,,,,,,,,,,,,
106736609,3340.4,2384.6,1.4008,1064.4,-0.056,-1.061,,,,,,,,,,,,,
106767818,3343.2,2390.5,1.3985,1063.8,-0.073,-0.555,,,,,,,,,,,,,
106799030,3346.5,2397.2,1.396,1062.7,-0.081,-0.267,,,,,,,,,,,,,
106830289,3349,2403.7,1.3932,1061.9,-0.088,-0.228,,,,,,,,,,,,,
106861514,3350.3,2409.7,1.3904,1062,-0.092,-0.124,,,,,,,,,,,,,
106892725,3351.3,2414.9,1.3878,1063,-0.083,0.289,,,,,,,,,,,,,
106923937,3353.6,2419.7,1.386,1064.3,-0.057,0.856,,,,,,,,,,,,,
106955143,3358.7,2424.4,1.3854,1065.1,-0.019,1.209,,,,,,,,,,,,,
106986408,3366.4,2429.2,1.3858,1064.7,0.013,1.035,,,,,,,,,,,,,
107017620,3375.4,2434.3,1.3866,1063.3,0.025,0.382,,,,,,,,,,,,,
107048818,3384.1,2439.7,1.3871,1061.8,0.015,-0.323,,,,,,,,,,,,,
107080030,3391.2,2445.2,1.3869,1061,-0.006,-0.686,,,,,,,,,,,,,
107111289,3396.3,2450.4,1.386,1061.5,-0.029,-0.728,,,,,,,,,,,,,
107142483,3399.1,2455.2,1.3844,1062.9,-0.05,-0.689,,,,,,,,,,,,,
107173725,3399.5,2459.4,1.3823,1064.6,-0.07,-0.616,,,,,,,,,,,,,
107204924,3397.5,2462.4,1.3797,1065.5,-0.081,-0.354,,,,,,,,,,,,,
107236183,3393,2463,1.3776,1065.2,-0.069,0.366,,,,,,,,,,,,,
107267355,3386.7,2459.7,1.3769,1064.2,-0.023,1.48,,,,,,,,,,,,,
107298620,3379.4,2451.5,1.3785,1063.1,0.054,2.452,,,,,,,,,,,,,
107329831,3371.7,2438.6,1.3827,1062.5,0.133,2.532,,,,,,,,,,,,,
107361043,3363.6,2423,1.3882,1062.8,0.178,1.439,,,,,,,,,,,,,
107392289,3354.6,2407.3,1.3935,1063.3,0.17,-0.238,,,,,,,,,,,,,
107423500,3344.5,2393.5,1.3973,1063.6,0.122,-1.544,,,,,,,,,,,,,
107454712,3334.1,2382.8,1.3992,1063.1,0.061,-1.937,,,,,,,,,,,,,
107486584,3324.3,2375,1.3997,1061.9,0.015,-1.456,,,,,,,,,,,,,
107517143,3316.3,2369.6,1.3995,1060.5,-0.006,-0.693,,,,,,,,,,,,,
107548394,3310.2,2365.7,1.3993,1059.7,-0.009,-0.087,,,,,,,,,,,,,
107579620,3306.1,2363,1.3991,1059.6,-0.006,0.097,,,,,,,,,,,,,
107610818,3304,2361.7,1.399,1060.2,-0.004,0.058,,,,,,,,,,,,,
107642043,3304.3,2361.9,1.399,1060.9,0,0.139,,,,,,,,,,,,,
107673249,3307.4,2363.4,1.3995,1061.1,0.016,0.505,,,,,,,,,,,,,
107704514,3313.5,2365.3,1.4009,1060.8,0.045,0.935,,,,,,,,,,,,,
107735725,3321.9,2367.2,1.4033,1060.1,0.078,1.049,,,,,,,,,,,,,
107766924,3331.3,2368.8,1.4063,1059.4,0.097,0.6,,,,,,,,,,,,,
107798183,3339.8,2370.2,1.4091,1059.2,0.088,-0.294,,,,,,,,,,,,,
107829394,3346,2372,1.4106,1059.6,0.049,-1.229,,,,,,,,,,,,,
107860620,3349.4,2374.8,1.4104,1060.3,-0.007,-1.797,,,,,,,,,,,,,
107891831,3351.1,2379.2,1.4085,1061,-0.061,-1.726,,,,,,,,,,,,,
107923043,3352.4,2385,1.4056,1061.5,-0.094,-1.054,,,,,,,,,,,,,
107954249,3354.9,2392,1.4026,1061.8,-0.097,-0.112,,,,,,,,,,,,,
107985514,3359.9,2399.7,1.4001,1061.9,-0.077,0.643,,,,,,,,,,,,,
108016712,3367.6,2407.8,1.3986,1062.1,-0.05,0.874,,,,,,,,,,,,,
108047924,3377.2,2416.4,1.3976,1062.5,-0.03,0.624,,,,,,,,,,,,,
108079183,3387.7,2425.3,1.3968,1063.2,-0.026,0.135,,,,,,,,,,,,,
108110394,3398.2,2434.8,1.3957,1064.2,-0.036,-0.332,,,,,,,,,,,,,
108141606,3408.5,2445.1,1.394,1065.4,-0.054,-0.547,,,,,,,,,,,,,
108172806,3418.7,2455.9,1.392,1066.5,-0.063,-0.303,,,,,,,,,,,,,
108204043,3428.2,2465.6,1.3904,1067.3,-0.053,0.321,,,,,,,,,,,,,
108235289,3434.8,2471.9,1.3896,1067.3,-0.027,0.836,,,,,,,,,,,,,
108266501,3435.9,2472.6,1.3896,1066.5,0.001,0.902,,,,,,,,,,,,,
108297712,3429.4,2466.7,1.3903,1065.1,0.022,0.66,,,,,,,,,,,,,
108328924,3415.5,2454.7,1.3914,1063.6,0.036,0.457,,,,,,,,,,,,,
108360196,3396.6,2438.2,1.3931,1062.4,0.053,0.54,,,,,,,,,,,,,
108391408,3376.4,2419.2,1.3957,1061.7,0.084,1.002,,,,,,,,,,,,,
108422620,3358.5,2399.1,1.3999,1061.4,0.135,1.613,,,,,,,,,,,,,
108453831,3345.5,2379.5,1.406,1061.2,0.194,1.915,,,,,,,,,,,,,
108485042,3338.4,2361.7,1.4135,1060.9,0.242,1.537,,,,,,,,,,,,,
108516289,3336.4,2346.9,1.4216,1060.2,0.258,0.496,,,,,,,,,,,,,
108547514,3337.8,2336,1.4289,1059.4,0.233,-0.809,,,,,,,,,,,,,
108578726,3340.3,2329.1,1.4342,1058.8,0.171,-1.98,,,,,,,,,,,,,
108609937,3341.8,2325.6,1.437,1058.6,0.089,-2.629,,,,,,,,,,,,,
108641183,3340.9,2324.6,1.4372,1058.8,0.008,-2.572,,,,,,,,,,,,,
108672395,3337.2,2324.7,1.4356,1059.3,-0.053,-1.978,,,,,,,,,,,,,
108703620,3331.8,2325.6,1.4326,1059.7,-0.094,-1.305,,,,,,,,,,,,,
108734831,3326.6,2328.2,1.4288,1059.7,-0.123,-0.929,,,,,,,,,,,,,
108766030,3323.5,2333.6,1.4242,1059.4,-0.146,-0.743,,,,,,,,,,,,,
108797249,3323.8,2341.9,1.4193,1059.2,-0.158,-0.375,,,,,,,,,,,,,
108828500,3327.5,2352.1,1.4147,1059.4,-0.147,0.34,,,,,,,,,,,,,
108859712,3333.8,2362.4,1.4112,1060.2,-0.113,1.114,,,,,,,,,,,,,
108890924,3341.2,2371.2,1.409,1061.3,-0.068,1.419,,,,,,,,,,,,,
108922183,3348,2378,1.4079,1062.2,-0.037,0.986,,,,,,,,,,,,,
108953394,3353.2,2383.3,1.407,1062.3,-0.029,0.266,,,,,,,,,,,,,
108984594,3357.4,2388,1.406,1061.6,-0.032,-0.097,,,,,,,,,,,,,
109015831,3361.7,2392.9,1.4049,1060.5,-0.034,-0.044,,,,,,,,,,,,,
109047030,3367.4,2398.6,1.4039,1059.8,-0.033,0.02,,,,,,,,,,,,,
109078249,3374.4,2405.5,1.4028,1059.9,-0.036,-0.096,,,,,,,,,,,,,
109109461,3381.7,2413.2,1.4014,1061,-0.044,-0.27,,,,,,,,,,,,,
109140725,3388.2,2420.7,1.3997,1062.5,-0.055,-0.332,,,,,,,,,,,,,
109171924,3393,2427.6,1.3977,1063.7,-0.063,-0.254,,,,,,,,,,,,,
109203143,3396.5,2433.7,1.3956,1064.1,-0.066,-0.113,,,,,,,,,,,,,
109234394,3399.7,2439.8,1.3934,1063.9,-0.071,-0.142,,,,,,,,,,,,,
109265567,3403.1,2446.9,1.3908,1063.6,-0.083,-0.404,,,,,,,,,,,,,
109296823,3406.4,2454.8,1.3877,1063.6,-0.101,-0.576,,,,,,,,,,,,,
109328043,3408.1,2462.1,1.3842,1064.3,-0.11,-0.28,,,,,,,,,,,,,
109359236,3406.5,2465.9,1.3814,1065.2,-0.09,0.653,,,,,,,,,,,,,
109390461,3400.6,2463.5,1.3804,1065.8,-0.032,1.834,,,,,,,,,,,,,
109421712,3390.7,2453.5,1.382,1065.5,0.05,2.639,,,,,,,,,,,,,
109452923,3378,2436.9,1.3862,1064.3,0.134,2.7,,,,,,,,,,,,,
109484143,3364.2,2416.3,1.3923,1062.8,0.196,1.96,,,,,,,,,,,,,
109515355,3350.9,2395.1,1.3991,1061.5,0.217,0.693,,,,,,,,,,,,,
109546567,3339.4,2376.5,1.4052,1061,0.197,-0.635,,,,,,,,,,,,,
109577831,3330.9,2362.4,1.4099,1061.4,0.151,-1.485,,,,,,,,,,,,,
109609043,3326.2,2353.9,1.4131,1062.2,0.1,-1.621,,,,,,,,,,,,,
109640236,3325.6,2350.4,1.4149,1062.8,0.059,-1.317,,,,,,,,,,,,,
109671461,3328.4,2350.7,1.4159,1062.9,0.033,-0.855,,,,,,,,,,,,,
109702725,3332.8,2352.6,1.4166,1062.5,0.022,-0.326,,,,,,,,,,,,,
109733937,3336.9,2354,1.4175,1061.7,0.029,0.214,,,,,,,,,,,,,
109765183,3340.2,2353.9,1.419,1061,0.047,0.582,,,,,,,,,,,,,
109796394,3343.3,2352.6,1.4211,1060.8,0.067,0.638,,,,,,,,,,,,,
109827606,3347.2,2351.3,1.4235,1061.4,0.078,0.335,,,,,,,,,,,,,
109858818,3352.6,2351.6,1.4256,1062.6,0.068,-0.323,,,,,,,,,,,,,
109890043,3359.1,2354.7,1.4266,1064.5,0.029,-1.228,,,,,,,,,,,,,
109921236,3366.2,2361.4,1.4255,1066.5,-0.033,-1.995,,,,,,,,,,,,,
109952488,3373.1,2371.4,1.4224,1068.1,-0.099,-2.112,,,,,,,,,,,,,
109983712,3379.6,2383.4,1.418,1068.9,-0.142,-1.391,,,,,,,,,,,,,
110014937,3386.3,2395.8,1.4134,1068.9,-0.145,-0.094,,,,,,,,,,,,,
110046121,3393.4,2406.7,1.41,1068.1,-0.112,1.082,,,,,,,,,,,,,
110077355,3400.6,2415.3,1.408,1067.1,-0.064,1.538,,,,,,,,,,,,,
110108567,3407.2,2421.5,1.4071,1066.1,-0.028,1.13,,,,,,,,,,,,,
110139818,3412.4,2426.2,1.4065,1065.4,-0.02,0.274,,,,,,,,,,,,,
110171030,3415.5,2430.3,1.4054,1065,-0.035,-0.496,,,,,,,,,,,,,
110202249,3416.5,2434.3,1.4035,1064.8,-0.061,-0.832,,,,,,,,,,,,,
110233500,3416,2438.5,1.4009,1064.7,-0.083,-0.71,,,,,,,,,,,,,
110264725,3415.1,2443,1.3979,1064.7,-0.095,-0.387,,,,,,,,,,,,,
110295937,3414.5,2448,1.3948,1064.8,-0.099,-0.117,,,,,,,,,,,,,
110327183,3414.4,2453.2,1.3918,1065.2,-0.095,0.117,,,,,,,,,,,,,
110358355,3414.7,2457.7,1.3894,1065.9,-0.078,0.565,,,,,,,,,,,,,
110389606,3414.7,2459.8,1.3882,1066.8,-0.036,1.329,,,,,,,,,,,,,
110420823,3413.9,2457.6,1.3891,1067.4,0.028,2.067,,,,,,,,,,,,,
110452040,3411.6,2450.2,1.3923,1067.3,0.103,2.401,,,,,,,,,,,,,
110483289,3407.7,2438.1,1.3976,1066.4,0.17,2.132,,,,,,,,,,,,,
110514461,3402.5,2423,1.4043,1064.9,0.212,1.352,,,,,,,,,,,,,
110545725,3396.7,2407.2,1.4111,1063.5,0.218,0.194,,,,,,,,,,,,,
110576937,3391.1,2393.1,1.417,1062.7,0.191,-0.849,,,,,,,,,,,,,
110608183,3386.2,2382.1,1.4215,1062.8,0.143,-1.546,,,,,,,,,,,,,
110639394,3382.2,2374.5,1.4244,1063.6,0.091,-1.672,,,,,,,,,,,,,
110670606,3379,2369.9,1.4258,1064.3,0.047,-1.406,,,,,,,,,,,,,
110701831,3376.2,2367.1,1.4263,1064.4,0.014,-1.059,,,,,,,,,,,,,
110733030,3373,2365.6,1.4258,1063.5,-0.013,-0.883,,,,,,,,,,,,,
110764236,3369.3,2365.1,1.4246,1062.2,-0.04,-0.847,,,,,,,,,,,,,
110795500,3365.3,2365.6,1.4226,1061.2,-0.064,-0.755,,,,,,,,,,,,,
110826699,3361.9,2367.3,1.4201,1061.2,-0.081,-0.547,,,,,,,,,,,,,
110857924,3360,2370.8,1.4172,1062.4,-0.092,-0.361,,,,,,,,,,,,,
110889143,3360.1,2376.3,1.414,1064,-0.104,-0.386,,,,,,,,,,,,,
110920355,3362.1,2384,1.4103,1065.1,-0.118,-0.448,,,,,,,,,,,,,
110951620,3365.6,2393.1,1.4064,1065,-0.125,-0.223,,,,,,,,,,,,,
110982831,3370.3,2402.6,1.4028,1063.9,-0.116,0.289,,,,,,,,,,,,,
111014043,3375.9,2411.4,1.4,1062.7,-0.09,0.835,,,,,,,,,,,,,
111045236,3382.8,2419.2,1.3983,1062.1,-0.055,1.12,,,,,,,,,,,,,
111076500,3390.6,2425.9,1.3976,1062.9,-0.021,1.09,,,,,,,,,,,,,
111107673,3398.3,2431.3,1.3978,1064.6,0.004,0.805,,,,,,,,,,,,,
111138937,3404.4,2434.8,1.3982,1066.4,0.016,0.36,,,,,,,,,,,,,
111170121,3407.4,2436.3,1.3986,1067.3,0.012,-0.11,,,,,,,,,,,,,
111201355,3406.9,2436,1.3985,1067.1,-0.002,-0.467,,,,,,,,,,,,,
111232553,3403.9,2435.1,1.3978,1066.2,-0.022,-0.641,,,,,,,,,,,,,
111263778,3400.2,2434.8,1.3965,1065.3,-0.043,-0.643,,,,,,,,,,,,,
111294990,3397.6,2436,1.3948,1065.1,-0.056,-0.438,,,,,,,,,,,,,
111326236,3397,2438.5,1.393,1065.7,-0.055,0.03,,,,,,,,,,,,,
111357461,3398.2,2441.3,1.392,1066.6,-0.034,0.669,,,,,,,,,,,,,
111388658,3400.2,2442.3,1.3922,1067.1,0.007,1.329,,,,,,,,,,,,,
111419924,3401.5,2439.7,1.3942,1066.8,0.065,1.847,,,,,,,,,,,,,
111451132,3400.8,2432.2,1.3983,1065.8,0.13,2.077,,,,,,,,,,,,,
111482342,3397.8,2419.9,1.4041,1064.7,0.187,1.844,,,,,,,,,,,,,
111513567,3392.5,2404.3,1.411,1064.2,0.222,1.12,,,,,,,,,,,,,
111544765,3385.9,2387.9,1.418,1064.5,0.222,-0.01,,,,,,,,,,,,,
111575990,3379,2373.6,1.4236,1065.3,0.179,-1.369,,,,,,,,,,,,,
111607236,3372.7,2364.1,1.4266,1066.1,0.099,-2.572,,,,,,,,,,,,,
111638461,3368.2,2361,1.4266,1066.5,-0.002,-3.228,,,,,,,,,,,,,
111669673,3365.9,2364.4,1.4236,1066.1,-0.096,-3.015,,,,,,,,,,,,,
111700878,3365.5,2372.3,1.4187,1065.4,-0.158,-1.976,,,,,,,,,,,,,
111732090,3366.3,2382.2,1.4131,1064.6,-0.179,-0.668,,,,,,,,,,,,,
111763355,3367,2391.7,1.4078,1064.1,-0.169,0.31,,,,,,,,,,,,,
111794567,3367.2,2399.5,1.4033,1063.9,-0.143,0.816,,,,,,,,,,,,,
111825778,3367.7,2405.4,1.4001,1064,-0.105,1.233,,,,,,,,,,,,,
111856992,3370,2409.8,1.3985,1064.3,-0.051,1.729,,,,,,,,,,,,,
111888196,3375.9,2413.3,1.3989,1064.7,0.012,2.033,,,,,,,,,,,,,
111919461,3385.3,2416.5,1.4009,1065.1,0.065,1.696,,,,,,,,,,,,,
111950669,3397,2420.2,1.4036,1065.2,0.088,0.714,,,,,,,,,,,,,
111981871,3409.3,2424.9,1.4059,1064.9,0.074,-0.453,,,,,,,,,,,,,
112013090,3420.4,2430.9,1.407,1064.4,0.035,-1.232,,,,,,,,,,,,,
112044342,3429.2,2437.7,1.4068,1063.8,-0.009,-1.399,,,,,,,,,,,,,
112075553,3435,2443.9,1.4055,1063.5,-0.041,-1.03,,,,,,,,,,,,,
112106778,3436.9,2448.1,1.4039,1063.7,-0.051,-0.333,,,,,,,,,,,,,
112137985,3434.5,2448.6,1.4027,1064.3,-0.04,0.359,,,,,,,,,,,,,
112169196,3427.7,2444.6,1.4021,1064.9,-0.017,0.749,,,,,,,,,,,,,
112200414,3417.2,2436.7,1.4024,1065.3,0.008,0.796,,,,,,,,,,,,,
112231673,3405.1,2426.4,1.4034,1065.2,0.031,0.721,,,,,,,,,,,,,
112262884,3393.6,2415.4,1.405,1064.8,0.052,0.67,,,,,,,,,,,,,
112294121,3384.6,2405.3,1.4071,1064.4,0.069,0.549,,,,,,,,,,,,,
112325342,3378.8,2396.8,1.4097,1064.4,0.082,0.429,,,,,,,,,,,,,
112356567,3375.8,2389.4,1.4128,1064.9,0.1,0.55,,,,,,,,,,,,,
112387765,3374.9,2382.2,1.4167,1065.6,0.125,0.812,,,,,,,,,,,,,
112418990,3375.2,2374.8,1.4212,1066,0.145,0.656,,,,,,,,,,,,,
112450229,3375.7,2367.8,1.4257,1065.9,0.141,-0.13,,,,,,,,,,,,,
112481447,3375.8,2362.5,1.4289,1065.3,0.105,-1.174,,,,,,,,,,,,,
112512659,3375,2359.7,1.4303,1064.6,0.044,-1.938,,,,,,,,,,,,,
112543884,3373.4,2359.6,1.4297,1064.2,-0.02,-2.046,,,,,,,,,,,,,
112575116,3371.5,2361.6,1.4276,1064.6,-0.065,-1.456,,,,,,,,,,,,,
112606355,3369.9,2364.7,1.4251,1065.3,-0.082,-0.525,,,,,,,,,,,,,
112637567,3369.6,2368.4,1.4228,1065.7,-0.075,0.21,,,,,,,,,,,,,
112668778,3371,2372.5,1.4209,1065.4,-0.06,0.485,,,,,,,,,,,,,
112699977,3374.6,2377.5,1.4194,1064.4,-0.047,0.418,,,,,,,,,,,,,
112731196,3380.3,2383.4,1.4182,1063.1,-0.037,0.303,,,,,,,,,,,,,
112762461,3387.3,2389.8,1.4174,1062.2,-0.027,0.331,,,,,,,,,,,,,
112793673,3394.6,2395.5,1.417,1062.3,-0.011,0.505,,,,,,,,,,,,,
112824871,3401.4,2399.8,1.4174,1063.2,0.01,0.683,,,,,,,,,,,,,
112856121,3407.1,2402.2,1.4184,1064.4,0.032,0.711,,,,,,,,,,,,,
112887948,3411.6,2402.7,1.4199,1065.2,0.049,0.538,,,,,,,,,,,,,
112918553,3414.8,2401.6,1.4218,1065.4,0.063,0.434,,,,,,,,,,,,,
112949778,3416.3,2399.3,1.4239,1065,0.065,0.077,,,,,,,,,,,,,
112981004,3416,2395.8,1.4258,1064.5,0.062,-0.081,,,,,,,,,,,,,
113012249,3413,2390.7,1.4276,1064.5,0.058,-0.142,,,,,,,,,,,,,
113043461,3407.1,2383.5,1.4294,1065.1,0.057,-0.023,,,,,,,,,,,,,
113074673,3398.1,2374.1,1.4313,1066,0.061,0.115,,,,,,,,,,,,,
113105871,3387.1,2363.2,1.4333,1066.6,0.063,0.068,,,,,,,,,,,,,
113137121,3375.3,2352.2,1.435,1066.5,0.055,-0.258,,,,,,,,,,,,,
113168342,3364.3,2343,1.4359,1065.7,0.029,-0.83,,,,,,,,,,,,,
113199553,3355,2337.4,1.4353,1064.5,-0.018,-1.502,,,,,,,,,,,,,
113230778,3347.9,2336.3,1.433,1063.4,-0.075,-1.835,,,,,,,,,,,,,
113261990,3343.6,2339.4,1.4293,1062.6,-0.119,-1.399,,,,,,,,,,,,,
113293235,3342.9,2345.4,1.4253,1062.3,-0.127,-0.251,,,,,,,,,,,,,
113324461,3346.1,2352.6,1.4223,1062.3,-0.097,0.956,,,,,,,,,,,,,
113355673,3352.5,2359.5,1.4208,1062.4,-0.048,1.574,,,,,,,,,,,,,
113386884,3360.1,2365.2,1.4207,1062.5,-0.004,1.402,,,,,,,,,,,,,
113418143,3367,2369,1.4213,1062.4,0.019,0.728,,,,,,,,,,,,,
113449355,3371.6,2371.4,1.4218,1062.3,0.016,-0.075,,,,,,,,,,,,,
113480567,3373.2,2373,1.4215,1062.1,-0.009,-0.829,,,,,,,,,,,,,
113511778,3371.8,2374.7,1.4199,1062,-0.051,-1.331,,,,,,,,,,,,,
113542997,3368.7,2377.3,1.417,1062,-0.092,-1.324,,,,,,,,,,,,,
113574236,3366.2,2381.7,1.4134,1062.2,-0.117,-0.796,,,,,,,,,,,,,
113605475,3366.4,2388.2,1.4096,1062.5,-0.12,-0.086,,,,,,,,,,,,,
113636659,3370.4,2396.8,1.4062,1062.6,-0.108,0.381,,,,,,,,,,,,,
113667924,3377.4,2406.8,1.4033,1062.6,-0.095,0.403,,,,,,,,,,,,,
113699120,3385.4,2417.5,1.4004,1062.3,-0.092,0.105,,,,,,,,,,,,,
113730342,3392.1,2427.2,1.3975,1062.2,-0.091,0.03,,,,,,,,,,,,,
113761606,3396,2433.9,1.3952,1062.5,-0.073,0.565,,,,,,,,,,,,,
113792804,3396.4,2435.4,1.3946,1063.4,-0.021,1.683,,,,,,,,,,,,,
113824043,3393.8,2429.8,1.3967,1064.8,0.068,2.857,,,,,,,,,,,,,
113855236,3388.4,2416.6,1.4021,1066,0.173,3.349,,,,,,,,,,,,,
113886461,3380.9,2397.6,1.4101,1066.4,0.257,2.692,,,,,,,,,,,,,
113917712,3372.2,2375.9,1.4193,1065.5,0.294,1.177,,,,,,,,,,,,,
113948924,3363.4,2355.2,1.4281,1063.6,0.281,-0.403,,,,,,,,,,,,,
113980183,3355.2,2337.3,1.4355,1061.5,0.238,-1.374,,,,,,,,,,,,,
114011394,3348.2,2322.7,1.4415,1060.2,0.192,-1.479,,,,,,,,,,,,,
114042575,3342.5,2311.1,1.4463,1060.2,0.154,-1.208,,,,,,,,,,,,,
114073818,3338.4,2302.2,1.4501,1061.3,0.12,-1.093,,,,,,,,,,,,,
114105030,3335.4,2296.3,1.4525,1062.7,0.077,-1.368,,,,,,,,,,,,,
114136236,3332.8,2293.8,1.453,1063.6,0.017,-1.95,,,,,,,,,,,,,
114167500,3329.9,2294.7,1.4511,1063.4,-0.061,-2.484,,,,,,,,,,,,,
114198712,3326,2299.1,1.4466,1062.4,-0.144,-2.644,,,,,,,,,,,,,
114229937,3321.3,2306.4,1.44,1061.4,-0.211,-2.145,,,,,,,,,,,,,
114261183,3317,2315.6,1.4324,1061,-0.243,-1.02,,,,,,,,,,,,,
114292394,3314,2325.2,1.4253,1061.3,-0.23,0.393,,,,,,,,,,,,,
114323620,3313.3,2333.7,1.4197,1062,-0.177,1.716,,,,,,,,,,,,,
114354831,3315.3,2340,1.4168,1062.4,-0.095,2.622,,,,,,,,,,,,,
114386028,3320,2343.4,1.4167,1062,-0.002,2.981,,,,,,,,,,,,,
114417249,3327.3,2344.3,1.4193,1060.8,0.082,2.677,,,,,,,,,,,,,
114448500,3336.8,2344,1.4236,1059.4,0.137,1.765,,,,,,,,,,,,,
114479725,3348.4,2344.2,1.4284,1058.4,0.154,0.56,,,,,,,,,,,,,
114510937,3361.5,2346.3,1.4327,1058.3,0.137,-0.554,,,,,,,,,,,,,
114542143,3375.4,2351,1.4357,1059,0.097,-1.285,,,,,,,,,,,,,
114573355,3389,2358.1,1.4372,1060.2,0.048,-1.586,,,,,,,,,,,,,
